title,text,source,label
Progressive Democrat Analilia Mejia wins New Jersey special election for US House,"Progressive Democrat Analilia Mejia wins New Jersey special election for US House Victory means Democrats hold on to the 11th district seat in the House, where Republicans hold a thin majority  Democrat Analilia Mejia won a New Jersey special election for the US House on Thursday, defeating Republican Joe Hathaway on a message of standing up to  Donald Trump .  Mejia, a former head of the Working Families Alliance who had support from the senator Bernie Sanders, will fill the seat previously held by the Democratic governor Mikie Sherrill and serve until January.   Continue reading...",The Guardian World,2
Fake ‘B&Q’ £10 garden soil offer circulating on social media,Fake ‘B&Q’ £10 garden soil offer circulating on social media A spokesperson for the retailer has confirmed this is not a genuine deal.,FullFact,2
FACT CHECK : Did Former MLB Player Zack Cozart Endorse Harris ?,FACT CHECK : Did Former MLB Player Zack Cozart Endorse Harris ?,checkyourfact.com,2
"Congress accuses Centre of using delimitation as ‘political weapon’, urges delinking of women’s reservation law from delimitation","Congress accuses Centre of using delimitation as ‘political weapon’, urges delinking of women’s reservation law from delimitation ‘What they did through delimitation in Jammu and Kashmir and in Assam, they want to do in the whole country in the name of women’s reservation,’ Congress leader Gaurav Gogoi says in Parliament, adding that the government’s actions were ‘shameful’",The Hindu,2
"North Korea rapidly expanding nuclear weapons capability, UN watchdog warns","North Korea rapidly expanding nuclear weapons capability, UN watchdog warns Pyongyang making ‘very serious’ progress on producing weapons, with rapid rise in activity at main nuclear complex   North Korea  has made “very serious” progress in its ability to produce more nuclear weapons, the head of the UN’s nuclear watchdog has said, in another sign that the regime is seeking to use its nuclear arsenal to  ensure its survival .  North Korea is thought to have assembled about 50 nuclear warheads, although some experts are sceptical of its claims that it is able to miniaturise them so they can be attached to long-range ballistic missiles.   Continue reading...",The Guardian World,2
Celebrations on the road as people begin returning to southern Lebanon,Celebrations on the road as people begin returning to southern Lebanon People celebrate on the roads in southern Lebanon as they drive to their homes after the ceasefire announcement.,Al Jazeera,2
FACT CHECK : Did Cowboys Coach Mike McCarthy Suspend A Player For Kneeling During Anthem ?,FACT CHECK : Did Cowboys Coach Mike McCarthy Suspend A Player For Kneeling During Anthem ?,checkyourfact.com,2
How can Govt. move amendments to women’s quota law before notifying principal Act: Opposition in Lok Sabha,How can Govt. move amendments to women’s quota law before notifying principal Act: Opposition in Lok Sabha An official has earlier explained that bringing the law into force was essential as its proposed amendment will not have come into effect without that,The Hindu,2
Epstein files don't confirm debunked 'pizzagate' conspiracy theory revived by Vance,Epstein files don't confirm debunked 'pizzagate' conspiracy theory revived by Vance Vice President JD Vance falsely suggested an email in the Epstein files mentioning pizza and grape soda might verify the long-debunked rumor.,Snopes Fact Checks,2
Tamil Nadu election 2026: Voters urged to keep conscience and palms clean,"Tamil Nadu election 2026: Voters urged to keep conscience and palms clean In Tambaram and Thiruneermalai, resident associations and activist groups run campaigns to prevent voters from accepting cash for votes",The Hindu,2
How a British Writer Correctly Predicted Birth Rate Collapse,How a British Writer Correctly Predicted Birth Rate Collapse P.D. James’ ‘Children of Men’ is no longer fiction.,The Dispatch,1
newsguard is a fascist propaganda tool of the united states .....,newsguard is a fascist propaganda tool of the united states .....,yourdemocracy.net.au,1
Criticizing Islam won't bring 5-year prison sentence in Spain. Here's how we know,Criticizing Islam won't bring 5-year prison sentence in Spain. Here's how we know Social media posts claimed Spain's Prime Minister Pedro Sánchez announced a new law that would punish critics of Islam.,Snopes Fact Checks,2
FACT CHECK : No Evidence Of Saudi Arabia Saying Normalization Talks With Israel Are Over,FACT CHECK : No Evidence Of Saudi Arabia Saying Normalization Talks With Israel Are Over,checkyourfact.com,2
"Veterans, Active-Duty Members Could See Concealed Carry Nationwide Under New Bill","Veterans, Active-Duty Members Could See Concealed Carry Nationwide Under New Bill 'warriors who have earned it more than anyone'",CheckYourFact,2
Facebook post suggesting Tesco is giving away free Easter hampers is fake,Facebook post suggesting Tesco is giving away free Easter hampers is fake A spokesperson for the retailer has confirmed the offer is not affiliated with them.,FullFact,2
Is the UK finally waking up to the power of video games?,"Is the UK finally waking up to the power of video games? The UK's biggest video games awards cap off a week of big announcements, but will they change anything?",BBC News,2
Has Trump given up on the midterms?,Has Trump given up on the midterms? The president is losing public support over the Iran war.,BBC News,2
Sinlaku rips through Northern Mariana Islands as strongest tropical cyclone this year,"Sinlaku rips through Northern Mariana Islands as strongest tropical cyclone this year More than 1,000 people were in shelters across Guam and the Northern Mariana Islands as Sinlaku moved away     Sign up for the Breaking News US email to get newsletter alerts in your inbox      Super Typhoon Sinlaku  hammered the Northern Mariana Islands, flipping over cars, toppling utility poles and ripping away tin roofs.  Authorities were just beginning to assess the damage left behind by the typhoon, which first hit the islands on Tuesday night local time and continued with a barrage of fierce winds and relentless rains for hours on Wednesday. So far, there have been no reports of deaths.   Continue reading...",The Guardian World,2
Middle East crisis live: UN chief calls for Israel-Lebanon ceasefire to be ‘fully’ respected as it comes into effect,"Middle East crisis live: UN chief calls for Israel-Lebanon ceasefire to be ‘fully’ respected as it comes into effect António Guterres welcomes truce and says he hopes halt in fighting will ‘pave the way for negotiations’  In case you’re just joining us, here are the latest developments in the Middle East to bring you up to speed. It’s 9am in Beirut and Jerusalem, 9.30am in Tehran and 2am in Washington DC.   A 10-day ceasefire between Israel and Lebanon has come into effect , pausing fighting between Israel and Hezbollah that has killed more than 2,100 Lebanese people and displaced more than 2.1 million. The agreement was announced earlier by Donald Trump, who said he had spoken with Israeli prime minister Benjamin Netanyahu and Lebanese president Joseph Aoun, and invited both leaders “for meaningful talks” at the White House. Both leaders welcomed the agreement.   Israel and Hezbollah both maintained their right to defend themselves  if the truce is broken – here’s  our full report .   Netanyahu called the ceasefire a “historic” opportunity for peace but refused to withdraw his troops from southern Lebanon during the pause in fighting.  “We are remaining in Lebanon in an expanded security zone,” he said, due to the “danger of an invasion” and to prevent fire into Israel. “That is where we are, and we are not leaving.”   UN chief António Guterres welcomed the ceasefire , which took effect at midnight on Thursday (2100 GMT) in Lebanon, and urged “all actors” to fully respect it. He hoped the halt in fighting would “pave the way for negotiations”.   The Lebanese army warned people displaced from southern Lebanon about returning home  because of intermittent shelling that was reported after the ceasefire came into effect.   The Israeli military warned residents of southern Lebanon not to return south of the Litani River  despite the truce.   Iran’s foreign ministry spokesperson  welcomed the ceasefire   and stressed it was already part of the original Iran-US agreement brokered by Pakistan.   Israel and Hezbollah continued to exchange fire  in the hours before the truce took effect.   Continue reading...",The Guardian World,2
Trump rails against court decision that once again stalls his White House ballroom project,"Trump rails against court decision that once again stalls his White House ballroom project The federal judge's decision continues to block above-ground construction on the $400 million White House ballroom, allowing only below-ground work on a bunker and other ""national security facilities"" at the site.",NPR News,2
Guy Fieri Breaks Silence After Firestorm Over Tate Brothers Encounter,Guy Fieri Breaks Silence After Firestorm Over Tate Brothers Encounter 'I do not know the Tate brothers nor do I support them',CheckYourFact,2
US tech firms successfully lobbied EU to keep datacentre emissions secret,"US tech firms successfully lobbied EU to keep datacentre emissions secret Legally questionable confidentiality clause adopted almost word for word from demands of Microsoft and trade groups  Microsoft and other US tech companies successfully lobbied the EU to hide the environmental toll of their datacentres, an investigation has found, with demands to block a database of green metrics from public view written almost word for word into EU rules.  The secrecy provision, which the European Commission added to its proposal almost verbatim after industry lobbying in 2024, hinders scrutiny of the pollution that individual datacentres emit. It leaves researchers with just national-level summaries of their energy footprints.   Continue reading...",The Guardian World,2
"FACT CHECK : No , Babies Born at Disney Parks Do Not Get a Free Pass For Life","FACT CHECK : No , Babies Born at Disney Parks Do Not Get a Free Pass For Life",checkyourfact.com,2
"Did Trump call Obama 'liberal dog,' order investigation into Catholic Church? Don't be fooled","Did Trump call Obama 'liberal dog,' order investigation into Catholic Church? Don't be fooled A screenshot of a purported Truth Social post by the president contains an incendiary statement against Pope Leo XIV.",Snopes Fact Checks,2
"FACT CHECK : No , The US Navy Has Not Arrested Letitia James For Treason","FACT CHECK : No , The US Navy Has Not Arrested Letitia James For Treason",checkyourfact.com,2
"Targeting the grid, shaping the story: Russia’s dual assault on Ukraine","Targeting the grid, shaping the story: Russia’s dual assault on Ukraine Ukraine has emerged from its harshest wartime winter with its energy system battered by relentless Russian strikes designed to freeze civilians into submission. At the same time, a sustained FIMI campaign sought to spin the blackouts into narratives of Ukrainian weakness, division and European fatigue – claims starkly disproven by sustained public and governmental support across the continent. 
 The post  Targeting the grid, shaping the story: Russia’s dual assault on Ukraine  appeared first on  EUvsDisinfo .",EUvsDisinfo,2
FACT CHECK : Did Variety Report That George Stephanopoulos Is  Expected To Be Fired  By ABC News ?,FACT CHECK : Did Variety Report That George Stephanopoulos Is  Expected To Be Fired  By ABC News ?,checkyourfact.com,2
"No , pope didnt authorize World Economic Forum to write  fact checked  Bible","No , pope didnt authorize World Economic Forum to write  fact checked  Bible",news.yahoo.com,2
FACT CHECK : Did Hillary Clinton Say Shell Leave The US If Elon Musk Releases Epstein Client List ?,FACT CHECK : Did Hillary Clinton Say Shell Leave The US If Elon Musk Releases Epstein Client List ?,checkyourfact.com,2
Roblox defends expanded age‑checks after parents raise concerns over errors,"Roblox defends expanded age‑checks after parents raise concerns over errors With 144m daily users, the gaming company is extending its tech to introduce two age‑specific accounts.",BBC Technology,2
"FACT CHECK : No , Phoenix Has Not Imposed A WEF Ban On Meat , Dairy and Private Cars","FACT CHECK : No , Phoenix Has Not Imposed A WEF Ban On Meat , Dairy and Private Cars",checkyourfact.com,2
Nigeria’s Terror Problem,"Nigeria’s Terror Problem Plus: Trump puts new pressure on the Federal Reserve, a jury finds Live Nation ran an illegal monopoly, and Allbirds is an AI company now, for some reason.",The Dispatch,1
4th EEAS Report on FIMI Threats – Dismantling the FIMI house of cards,"4th EEAS Report on FIMI Threats – Dismantling the FIMI house of cards The Fourth EEAS Report on FIMI Threats focuses on how to deter FIMI operations. Building on previous frameworks and the EU’s FIMI Toolbox, it introduces the FIMI Deterrence Playbook, a structured approach aimed at increasing the costs and reducing the operational space for those conducting information manipulation. 
 The post  4th EEAS Report on FIMI Threats – Dismantling the FIMI house of cards  appeared first on  EUvsDisinfo .",EUvsDisinfo,2
Politicians Say Glyphosate Weedkiller Causes Cancer But Evidence Not Clear-Cut,"Politicians Say Glyphosate Weedkiller Causes Cancer But Evidence Not Clear-Cut Following an executive order from the Trump administration that promotes production of glyphosate, some Democrats have claimed that the herbicide causes cancer. The science, however, is nuanced. While there is some evidence linking glyphosate to cancers in lab animals or to the blood cancer non-Hodgkin lymphoma in agricultural workers, the findings have been inconsistent. 
 The post  Politicians Say Glyphosate Weedkiller Causes Cancer But Evidence Not Clear-Cut  appeared first on  FactCheck.org .",FactCheck.org,2
Express corrects claim about UK’s youth unemployment,"Express corrects claim about UK’s youth unemployment The UK’s youth unemployment rate is higher than the EU average, but not “the highest in Europe”.",FullFact,2
FACT CHECK : BBC Did Not Report India Gave Territory To China,FACT CHECK : BBC Did Not Report India Gave Territory To China,checkyourfact.com,2
FACT CHECK : Did Rachel Maddow Recently Cry And Run Off The Set Of Her Show ?,FACT CHECK : Did Rachel Maddow Recently Cry And Run Off The Set Of Her Show ?,checkyourfact.com,2
What’s new in the FIMI Galaxy?,"What’s new in the FIMI Galaxy? Foreign Information Manipulation and Interference (FIMI) has evolved into a dense and interconnected ecosystem of actors, infrastructures and narratives operating across digital platforms and geopolitical contexts. The concept of the “FIMI Galaxy”, part of the recently published 4th EEAS Report on FIMI Threats, captures this systemic reality. It exposes the complex architecture behind influence operations and provides a strategic tool for understanding and countering them. 
 The post  What’s new in the FIMI Galaxy?  appeared first on  EUvsDisinfo .",EUvsDisinfo,2
Trump nominates former Coast Guard doctor as CDC chief,Trump nominates former Coast Guard doctor as CDC chief The nomination comes after months of interim leadership at the Centers for Disease Control and Prevention.,NPR News,2
FACT CHECK : Is Joe Rogan Replacing Rachel Maddow As MSNBC Prime - Time Host ?,FACT CHECK : Is Joe Rogan Replacing Rachel Maddow As MSNBC Prime - Time Host ?,checkyourfact.com,2
"FACT CHECK : No , Image Doesnt Show Assad In Moscow","FACT CHECK : No , Image Doesnt Show Assad In Moscow",checkyourfact.com,2
"ICE acting director Todd Lyons will resign at end of May, DHS says","ICE acting director Todd Lyons will resign at end of May, DHS says U.S. Immigration and Customs Enforcement acting director Todd Lyons, a key executor of President Donald Trump's mass deportations agenda, will resign at the end of May, federal officials announced.",NPR News,2
Judge Sentences Tennessee Man To 438 Years In Record-Breaking Multi-State Child Sex Abuse Case,Judge Sentences Tennessee Man To 438 Years In Record-Breaking Multi-State Child Sex Abuse Case 'Disgusting and outrageous',CheckYourFact,2
Afghan veteran hospitalised after station assault,Afghan veteran hospitalised after station assault Aziz Ahmadzai had been working as a security guard at Weymouth Railway Station when he collapsed.,BBC News,2
"Elon Musk Trump rally speech touted voter turnout , not $5 billion donation","Elon Musk Trump rally speech touted voter turnout , not $5 billion donation",yahoo.com,2
South African opposition figure Malema sentenced to five years in prison for firing a gun,"South African opposition figure Malema sentenced to five years in prison for firing a gun Malema is appealing against the decision, which means he is not going to prison immediately.",BBC World,2
"UFC Houston Start Time , Full Fight Card Details !","UFC Houston Start Time , Full Fight Card Details !",mmamania.com,2
Tech Now,"Tech Now Shiona McCallum tours Blenheim Palace, exploring the tech aiding its restoration.",BBC Technology,2
Karnataka Cabinet approves AI Centre of Excellence at Electronics City in Bengaluru,"Karnataka Cabinet approves AI Centre of Excellence at Electronics City in Bengaluru Also, a Technology & Innovation Museum will be developed in east Bengaluru under a Public-Private Partnership (PPP) model with a total project cost of ₹100 crore",The Hindu,2
FYI Daily on ITV2 : full details and when it on,FYI Daily on ITV2 : full details and when it on,tvguide.co.uk,2
Article overreaches with claim that FDA admitted cancer treatments cause cancer,Article overreaches with claim that FDA admitted cancer treatments cause cancer,news.yahoo.com,2
D4vd arrested on suspicion of killing teen girl whose body was found in his Tesla,"D4vd arrested on suspicion of killing teen girl whose body was found in his Tesla Musician, born David Anthony Burke, arrested in Los Angeles over the death of Celeste Rivas Hernandez, who went missing in 2024  R&amp;B singer D4vd has been arrested in connection with the killing of a teenage girl whose severely decomposed body was found in his Tesla, Los Angeles police said on Thursday.  The 21-year-old musician, who was born David Anthony Burke, is being held without bail, according to city authorities.   Continue reading...",The Guardian World,2
France arrests suspect over 1982 attack on Jewish restaurant,"France arrests suspect over 1982 attack on Jewish restaurant Mahmoud Khader Abed Adra, sought for over four decades, was surrendered by Palestinian authorities.",Al Jazeera,2
"US launches fifth strike on alleged Pacific drug boat in a week, killing three","US launches fifth strike on alleged Pacific drug boat in a week, killing three Wednesday’s strike brings the total of those killed in US military strikes on alleged drug boats to at least 177  Three people were killed in a US strike on another alleged drug-trafficking boat, the fifth such deadly attack in as many days, military officials have announced.  US southern command said it conducted “a lethal kinetic strike on a vessel operated by Designated Terrorist Organizations” in the eastern Pacific, without naming the alleged group, in an X post.   Continue reading...",The Guardian World,2
Imagine a world where no one has heard of The Beatles,Imagine a world where no one has heard of The Beatles An unsuccessful singer-songwriter wakes up in a world where no-one remembers The Beatles.,BBC News,2
Can a ‘Georgia First’ Message Reclaim a Senate Seat for the GOP?,"Can a ‘Georgia First’ Message Reclaim a Senate Seat for the GOP? Derek Dooley, backed by Gov. Brian Kemp, is looking to appeal to both MAGA and non-Trump voters.",The Dispatch,1
Hegseth says US is ‘locked and loaded’ to finish job of destroying Iran energy grid,"Hegseth says US is ‘locked and loaded’ to finish job of destroying Iran energy grid US defense secretary says Iran’s energy infrastructure is ‘not destroyed yet’ while also lambasting the media  Iran’s energy infrastructure is “not destroyed yet” and the US is “locked and loaded” to finish the job, Pete Hegseth, the defense secretary, said on Thursday as he called many of the press corps gathered the moral equivalent of the Pharisees who conspired to destroy Jesus Christ.  Hegseth’s comments from the Pentagon podium came as a naval blockade of Iranian ports began this week and he called on Tehran to accept a nuclear deal or face consequences for its remaining infrastructure, power generation and energy industry.   Continue reading...",The Guardian World,2
"FACT CHECK : No , Pete Buttigieg Did Not Reveal That He Is HIV - Positive","FACT CHECK : No , Pete Buttigieg Did Not Reveal That He Is HIV - Positive",checkyourfact.com,2
FACT CHECK : Did Steelers Coach Say Kneeling For Anthem Shows Hatred For America ?,FACT CHECK : Did Steelers Coach Say Kneeling For Anthem Shows Hatred For America ?,checkyourfact.com,2
"FACT CHECK : No , Dutch Government Official Did Not Say COVID - 19 Pandemic Was A  Military Operation","FACT CHECK : No , Dutch Government Official Did Not Say COVID - 19 Pandemic Was A  Military Operation",checkyourfact.com,2
"Barrios vs . Garcia Start Time , Full Fight Details !","Barrios vs . Garcia Start Time , Full Fight Details !",mmamania.com,2
House extends surveillance powers for 10 days,"House extends surveillance powers for 10 days Earlier in the morning GOP leaders had pushed for either a five-year renewal or the 18-month renewal President Trump had demanded, but both votes tanked.",NPR News,2
FACT CHECK : Did Howard Stern Lose Nearly A Million Subscribers Following Kamala Harris Interview ?,FACT CHECK : Did Howard Stern Lose Nearly A Million Subscribers Following Kamala Harris Interview ?,checkyourfact.com,2
"FACT CHECK : No , Database Does Not Show That Israel Is A Company Owned By united kingdom","FACT CHECK : No , Database Does Not Show That Israel Is A Company Owned By united kingdom",checkyourfact.com,2
"FACT CHECK : No , Trump Didnt Say He  Lied  About Project 2025","FACT CHECK : No , Trump Didnt Say He  Lied  About Project 2025",checkyourfact.com,2
Tech Life,Tech Life Is there a way to fix AI's problem with trust?,BBC Technology,2
"Photos of ‘No South Africans allowed’ protest in Kraaifontein faked with AI, no such incident took place","Photos of ‘No South Africans allowed’ protest in Kraaifontein faked with AI, no such incident took place Multiple Facebook users have shared what appear to be&nbsp;photographs of a protest against the presence of South Africans in a small town in … South Africa.",Africa Check,2
Disrupting the foundations of FIMI,"Disrupting the foundations of FIMI Following the publication of the 4th EEAS Report on FIMI Threats last week, we looked at the dense and interconnected ecosystem of actors, infrastructures, and narratives that make up the FIMI galaxy. This week, we turn to the tools the EU has at its disposal to counter FIMI and raise the costs for perpetrators. 
 The post  Disrupting the foundations of FIMI  appeared first on  EUvsDisinfo .",EUvsDisinfo,2
"Public Opinion Shows Widespread Concern On New AI Infrastructure As Republicans, Democrats Choose Sides","Public Opinion Shows Widespread Concern On New AI Infrastructure As Republicans, Democrats Choose Sides 'AI could make their jobs obsolete'",CheckYourFact,2
Poynter names 20 journalists selected for competitive 2026 Leadership Academy,"Poynter names 20 journalists selected for competitive 2026 Leadership Academy PETERSBURG, Fla. (April 16, 2026) — The Poynter Institute today announced the cohort of journalists selected for its 2026 Leadership Academy, an immersive, in-person program designed to equip media professionals [&#8230;] 
 The post  Poynter names 20 journalists selected for competitive 2026 Leadership Academy  appeared first on  Poynter .",Poynter,1
"Bill Gates isn't backing 'Brain Honey,' other alleged Alzheimer's remedies. They're scams","Bill Gates isn't backing 'Brain Honey,' other alleged Alzheimer's remedies. They're scams Gates is a supporter of Alzheimer’s research, but scammers are using his name and likeness to promote fraudulent “cures” for the disease.",Snopes Fact Checks,2
Many asylum seekers received support prior to 2003 court case involving Keir Starmer,Many asylum seekers received support prior to 2003 court case involving Keir Starmer A Facebook post claiming Mr Starmer “won the case that gave illegal migrants access to UK benefits” is misleading.,FullFact,2
We Could Win a Webby with Your Vote,"We Could Win a Webby with Your Vote FactCheck.org is a nominee for the 30th Annual Webby Awards in the category for Websites and Mobile Sites: News &#038; Politics. Now our loyal readers can help us win the Webby People’s Voice Award, which is voted on by the public. 
 The post  We Could Win a Webby with Your Vote  appeared first on  FactCheck.org .",FactCheck.org,2
Could a digital twin make you into a 'superworker'?,"Could a digital twin make you into a 'superworker'? Firms say digital twins make staff more productive, but are they a potential legal minefield?",BBC Technology,2
"Parliament special sitting LIVE: We reached Parliament without reservation, says SAD leader Harsimrat Kaur Badal","Parliament special sitting LIVE: We reached Parliament without reservation, says SAD leader Harsimrat Kaur Badal Lok Sabha to vote on three key bills at 4 p.m.; PM Narendra Modi and Amit Shah on Thursday, April 16, told the Lok Sabha that the Bills to amend the women’s reservation law and a fresh delimitation exercise will keep current proportional representation of southern States intact.",The Hindu,2
"FACT CHECK : Failed Russian Missile Launch Is From 2015 , Not Recent","FACT CHECK : Failed Russian Missile Launch Is From 2015 , Not Recent",checkyourfact.com,2
Tech Life,"Tech Life Humans are returning to the Moon - hear about it on the BBC’s space podcast, 13 Minutes",BBC Technology,2
No evidence of former Kenyan deputy president Rigathi Gachagua being ‘saved’ from government-linked plot – image AI-generated,No evidence of former Kenyan deputy president Rigathi Gachagua being ‘saved’ from government-linked plot – image AI-generated An image has been published&nbsp;on Facebook with the claim it shows an Ol Kalou villager “saving” former Kenyan deputy president Rigathi Gachagua from “ev,Africa Check,2
Did Artemis II mission planning begin with Biden? We explored its roots,Did Artemis II mission planning begin with Biden? We explored its roots The Artemis II mission fulfilled the original objective planned during Trump's first term and has origins in prior administrations.,Snopes Fact Checks,2
"Things can't go on like this with online safety, Starmer tells tech bosses","Things can't go on like this with online safety, Starmer tells tech bosses It comes as the government continues to consult on whether to ban under-16s from social media in the UK.",BBC Technology,2
Misinformation about the Israel - Hamas war often follows similar false narratives,Misinformation about the Israel - Hamas war often follows similar false narratives,poynter.org,2
Pranked by the Kremlin: fake phone calls as a FIMI instrument,"Pranked by the Kremlin: fake phone calls as a FIMI instrument Vladimir Kuznetsov, known as Vovan, and Alexei Stolyarov, who goes by Lexus, are known for pranking world leaders and celebrities. They have called many of them using fake aliases, often posing as Russian, Ukrainian, or Western politicians, publishing carefully selected excerpts on their social media accounts. Framed as comedy, their work is highly political, consistently reinforcing narratives favourable to Moscow. 
 The post  Pranked by the Kremlin: fake phone calls as a FIMI instrument  appeared first on  EUvsDisinfo .",EUvsDisinfo,2
No evidence Atiku Abubakar stepped down for Peter Obi in race to vie for Nigerian presidency,No evidence Atiku Abubakar stepped down for Peter Obi in race to vie for Nigerian presidency Nigeria will hold general elections&nbsp;on 16 January 2027 and the competition to be the presidential candidate of,Africa Check,2
Police data for London doesn’t show knife crime is up 72% in a year,"Police data for London doesn’t show knife crime is up 72% in a year A claim from Conservative MP Esther McVey isn’t supported by police statistics, which show knife-enabled crime fell by 11% in the year to September 2025.",FullFact,2
Meghan: 'I was the most trolled person in the entire world',"Meghan: 'I was the most trolled person in the entire world' Speaking in Melbourne about the harms of social media, alongside the Duke of Sussex, Meghan said she was ""bullied"" every day for a decade.",BBC World,2
"The People Republic At 75 : Thorny Transition , Unclear Destination","The People Republic At 75 : Thorny Transition , Unclear Destination",countercurrents.org,1
UK seeks closer EU ties in volatile times - but at what cost?,"UK seeks closer EU ties in volatile times - but at what cost? The UK is adopting a ""ruthlessly pragmatic"" approach to becoming closer to its European neighbours, the UK's EU minister tells the BBC.",BBC News,2
Happy International Fact-Checking Day,"Happy International Fact-Checking Day April 2 is International Fact-Checking Day. To commemorate it, we produced a video of various mentions of our work over the years by politicians of both parties.  
 The post  Happy International Fact-Checking Day  appeared first on  FactCheck.org .",FactCheck.org,2
Christine Baranski says West End debut is a 'dream come true',Christine Baranski says West End debut is a 'dream come true' The US actress will star opposite Richard E Grant in a new production of Noel Coward's comedy Hay Fever.,BBC News,2
South Africa names apartheid-era negotiator as ambassador to US,"South Africa names apartheid-era negotiator as ambassador to US Appointment of Roelf Meyer seen as attempt to improve relations amid false US accusations of ‘white genocide’  South Africa has appointed a former apartheid government chief negotiator during the talks that ended white rule in the 1990s as ambassador to the US, in what is seen as an attempt to improve the deeply strained diplomatic relationship between the two countries.  Roelf Meyer replaces Ebrahim Rasool, who was  expelled in March 2025  after he criticised the Trump administration.   Continue reading...",The Guardian World,2
FACT CHECK : Did Joe Biden Agree To A Recount Of The 2024 Presidential Election ?,FACT CHECK : Did Joe Biden Agree To A Recount Of The 2024 Presidential Election ?,checkyourfact.com,2
How Russia weaponizes the church in Ukraine,"How Russia weaponizes the church in Ukraine One weapon in the hybrid arsenal Russia has deployed against Ukraine is the issue of religion. Russia has exploited the Orthodox Church to carry out various destructive actions on the ground, including through Foreign Information Manipulation and Interference (FIMI) campaigns. 
 The post  How Russia weaponizes the church in Ukraine  appeared first on  EUvsDisinfo .",EUvsDisinfo,2
"FACT CHECK : No , UnitedHealthcare Has Not Posted Its CEO Job Listing","FACT CHECK : No , UnitedHealthcare Has Not Posted Its CEO Job Listing",checkyourfact.com,2
FACT CHECK : Did Elon Musk Announce Diddy And Epstein Client Lists Will Be Released On January 20 ?,FACT CHECK : Did Elon Musk Announce Diddy And Epstein Client Lists Will Be Released On January 20 ?,checkyourfact.com,2
Did Tucker Carlson say Trump faked assassination attempt?,Did Tucker Carlson say Trump faked assassination attempt? The conservative pundit questioned official investigations into the shooting.,Snopes Fact Checks,2
"Ukraine hits Russian oil ports, Kremlin blames NATO and warns of a “coup” in Hungary","Ukraine hits Russian oil ports, Kremlin blames NATO and warns of a “coup” in Hungary State media and proxy outlets shift focus from the damage by spreading claims of Western escalation and election interference in Hungary. 
 The post  Ukraine hits Russian oil ports, Kremlin blames NATO and warns of a &#8220;coup&#8221; in Hungary  appeared first on  EUvsDisinfo .",EUvsDisinfo,2
Texas AG sued Shein over deceptive trade practices. We unpacked lawsuit,"Texas AG sued Shein over deceptive trade practices. We unpacked lawsuit The attorney general's office claimed Shein made ""false, misleading, and deceptive representations"" about the clothes it sold.",Snopes Fact Checks,2
FALSE: China is not responsible for two-thirds of the world's carbon dioxide emissions,FALSE: China is not responsible for two-thirds of the world's carbon dioxide emissions,Africa Check,2
Family 'skimped to get by' during toddler's cancer treatment,Family 'skimped to get by' during toddler's cancer treatment There is a bespoke fund to cover travel costs for families of children undergoing cancer treatment - but it only applies in England.,BBC News,2
Harry and Meghan meet Bondi shooting survivors,"Harry and Meghan meet Bondi shooting survivors On the fourth day of their Australian visit, the royal couple pay tribute to the 15 people killed in the Bondi shooting.",BBC News,2
"Meet Moya , the AI that winks , smiles and walks with 92 % human - like gait is this the uncanny valley ?","Meet Moya , the AI that winks , smiles and walks with 92 % human - like gait is this the uncanny valley ?",tomsguide.com,2
Finance leaders warn over Mythos as UK banks prepare to use powerful Anthropic AI tool,"Finance leaders warn over Mythos as UK banks prepare to use powerful Anthropic AI tool Release of new Claude model, so far limited to US firms, will expand to British institutions in coming days  British banks will be given access in the next week to a powerful AI tool that was deemed too dangerous to be released to the public, as a series of senior finance figures warned over its impact.  Anthropic, which has so far  limited the release  of the new model to a small clutch of primarily US businesses, including Amazon, Apple and Microsoft, said it would expand that to UK financial institutions.   Continue reading...",The Guardian World,2
How Poynter reported the AI plagiarism story that rattled journalism,"How Poynter reported the AI plagiarism story that rattled journalism This is The Poynter Report, your daily guide to the news about news. Subscribe to get it in your inbox every weekday. Earlier this month, my Poynter colleague Angela Fu [&#8230;] 
 The post  How Poynter reported the AI plagiarism story that rattled journalism  appeared first on  Poynter .",Poynter,1
No evidence consuming avocado seed can ‘clean’ womb or improve fertility,No evidence consuming avocado seed can ‘clean’ womb or improve fertility A&nbsp;series of&nbsp;popular&nbsp;Facebook&nbsp;,Africa Check,2
Tech Now,Tech Now Alasdair Keane visits the underground insect farm turning food waste into animal feed.,BBC Technology,2
FACT CHECK : Is Elon Musk Time Magazine 2023 Person Of The Year ?,FACT CHECK : Is Elon Musk Time Magazine 2023 Person Of The Year ?,checkyourfact.com,2
Did Hegseth quote fake Bible verse from Tarantino movie? Separating fact from 'Pulp Fiction',Did Hegseth quote fake Bible verse from Tarantino movie? Separating fact from 'Pulp Fiction' Hegseth said the lead mission planner for an Iran war rescue operation delivered the prayer to him and told him they use it ahead of missions.,Snopes Fact Checks,2
